53.5	23.5	37.65713707
53.5	24.5	36.95132373
53.5	25.5	37.22499661
53.5	26.5	39.70168663
53.5	27.5	39.65721662
53.5	28.5	45.16278302
53.5	29.5	50.28553019
54.5	23.5	35.93105113
54.5	24.5	35.30426399
54.5	25.5	36.12560002
54.5	26.5	36.16665142
54.5	27.5	37.14305254
54.5	28.5	45.78742836
54.5	29.5	49.2065097
55.5	23.5	39.09049244
55.5	24.5	41.24432632
55.5	25.5	43.0168294
55.5	26.5	38.22917421
55.5	27.5	41.63329738
55.5	28.5	45.79881553
55.5	29.5	43.03648291
56.5	23.5	38.02212676
56.5	24.5	30.46107227
56.5	25.5	31.22917647
56.5	26.5	41.11357513
56.5	27.5	42.10378832
56.5	28.5	37.72810054
56.5	29.5	49.3031214
57.5	23.5	34.82785181
57.5	24.5	31.67374162
57.5	25.5	34.15120201
57.5	26.5	37.00939538
57.5	27.5	45.13128575
57.5	28.5	38.53046417
57.5	29.5	50.56715245
58.5	23.5	29.44646884
58.5	24.5	28.1785877
58.5	25.5	30.88686235
58.5	26.5	34.87973844
58.5	27.5	34.13856082
58.5	28.5	43.70571202
58.5	29.5	37.96998533
59.5	23.5	25.34313738
59.5	24.5	31.39804232
59.5	25.5	34.18781456
59.5	26.5	39.0866418
59.5	27.5	38.8207252
59.5	28.5	37.27859691
59.5	29.5	37.77733547
60.5	23.5	20.59240329
60.5	24.5	28.94974322
60.5	25.5	33.67413447
60.5	26.5	39.26859634
60.5	27.5	42.28475908
60.5	28.5	39.26592105
60.5	29.5	46.25368386
61.5	23.5	19.57789056
61.5	24.5	31.38479264
61.5	25.5	32.89901564
61.5	26.5	44.35281416
61.5	27.5	42.34987112
61.5	28.5	42.04804817
61.5	29.5	37.92605055
62.5	23.5	22.56385736
62.5	24.5	30.32933869
62.5	25.5	34.53937186
62.5	26.5	43.32253042
62.5	27.5	44.34534822
62.5	28.5	37.02991647
62.5	29.5	38.82185849
63.5	23.5	23.95799957
63.5	24.5	30.41097053
63.5	25.5	31.29974853
63.5	26.5	42.18378835
63.5	27.5	40.95823228
63.5	28.5	38.32409748
63.5	29.5	41.18519042
64.5	23.5	25.45439386
64.5	24.5	33.32067678
64.5	25.5	33.54195936
64.5	26.5	41.48076737
64.5	27.5	40.15384345
64.5	28.5	38.78651363
64.5	29.5	43.89965343
65.5	23.5	26.35278969
65.5	24.5	29.76631799
65.5	25.5	37.07989731
65.5	26.5	36.78042585
65.5	27.5	43.9334011
65.5	28.5	40.27519162
65.5	29.5	45.16845546
