66	30	0
65.98847162	30.0005682537	0.01
65.9769431081	30.0011355029	0.02
65.9654144646	30.0017017477	0.03
65.9538856895	30.0022669879	0.04
65.9423567833	30.0028312236	0.05
65.9308277461	30.0033944548	0.06
65.919298578	30.0039566813	0.07
65.9077692795	30.0045179032	0.08
65.8962398506	30.0050781203	0.09
65.8847102917	30.0056373328	0.1
65.8731806029	30.0061955405	0.11
65.8616507845	30.0067527435	0.12
65.8501208367	30.0073089416	0.13
65.8385907597	30.0078641349	0.14
65.8270605538	30.0084183233	0.15
65.8155302192	30.0089715067	0.16
65.8039997561	30.0095236853	0.17
65.7924691647	30.0100748588	0.18
65.7809384454	30.0106250273	0.19
65.7694075982	30.0111741908	0.2
65.7578766235	30.0117223492	0.21
65.7463455215	30.0122695024	0.22
65.7348142924	30.0128156505	0.23
65.7232829364	30.0133607935	0.24
65.7117514537	30.0139049312	0.25
65.7002198447	30.0144480636	0.26
65.6886881094	30.0149901908	0.27
65.6771562482	30.0155313126	0.28
65.6656242613	30.0160714291	0.29
65.6540921489	30.0166105402	0.3
65.6425599113	30.0171486459	0.31
65.6310275486	30.0176857462	0.32
65.6194950611	30.018221841	0.33
65.607962449	30.0187569302	0.34
65.5964297126	30.0192910139	0.35
65.5848968521	30.0198240921	0.36
65.5733638676	30.0203561646	0.37
65.5618307596	30.0208872315	0.38
65.5502975281	30.0214172927	0.39
65.5387641734	30.0219463482	0.4
65.5272306958	30.0224743979	0.41
65.5156970954	30.0230014419	0.42
65.5041633725	30.0235274801	0.43
65.4926295273	30.0240525124	0.44
65.4810955601	30.0245765389	0.45
65.4695614711	30.0250995595	0.46
65.4580272605	30.0256215741	0.47
65.4464929286	30.0261425828	0.48
65.4349584755	30.0266625855	0.49
65.4234239015	30.0271815821	0.5
65.4118892069	30.0276995727	0.51
65.4003543918	30.0282165572	0.52
65.3888194566	30.0287325356	0.53
65.3772844013	30.0292475078	0.54
65.3657492264	30.0297614739	0.55
65.3542139319	30.0302744337	0.56
65.3426785181	30.0307863873	0.57
65.3311429853	30.0312973346	0.58
65.3196073337	30.0318072756	0.59
65.3080715635	30.0323162103	0.6
65.2965356749	30.0328241385	0.61
65.2849996682	30.0333310604	0.62
65.2734635436	30.0338369759	0.63
65.2619273014	30.0343418849	0.64
65.2503909417	30.0348457873	0.65
65.2388544648	30.0353486833	0.66
65.2273178709	30.0358505727	0.67
65.2157811603	30.0363514556	0.68
65.2042443332	30.0368513318	0.69
65.1927073898	30.0373502013	0.7
65.1811703303	30.0378480642	0.71
65.1696331551	30.0383449204	0.72
65.1580958642	30.0388407698	0.73
65.146558458	30.0393356125	0.74
65.1350209367	30.0398294484	0.75
65.1234833004	30.0403222774	0.76
65.1119455495	30.0408140996	0.77
65.1004076842	30.0413049149	0.78
