53.25,23.25,-0.000314796301836395
53.25,23.75,-0.00027263817445089
53.25,24.25,0.000407263525971757
53.25,24.75,0.000436418133872962
53.25,25.25,6.57223535540652e-05
53.25,25.75,7.1019761165303e-05
53.25,26.25,0.000462460767451489
53.25,26.75,0.00045971167871528
53.25,27.25,1.97053478814269e-05
53.25,27.75,-4.60194102913647e-06
53.25,28.25,0.000236390001518316
53.25,28.75,0.000220939844282952
53.25,29.25,-0.000120936492052692
53.25,29.75,-0.00014454693464927
53.75,23.25,-0.000291656085181558
53.75,23.75,-0.000247221814987597
53.75,24.25,0.000422044567756075
53.75,24.75,0.000437353816693076
53.75,25.25,2.97014682644203e-05
53.75,25.75,4.07271753033456e-05
53.75,26.25,0.000489211097089992
53.75,26.75,0.000495075757868335
53.75,27.25,2.67646250051712e-05
53.75,27.75,-4.5777883883602e-06
53.75,28.25,0.000241275194326818
53.75,28.75,0.000218950260631345
53.75,29.25,-0.000149530067332648
53.75,29.75,-0.0001747270896999
54.25,23.25,0.000146514805180686
54.25,23.75,0.000171968748858831
54.25,24.25,0.000149053625065676
54.25,24.75,0.000117878973270535
54.25,25.25,-0.000286580024337013
54.25,25.75,-0.000265872094885822
54.25,26.25,0.000346343663593984
54.25,26.75,0.000373100272796023
54.25,27.25,2.87239622025481e-05
54.25,27.75,-4.5139559006202e-06
54.25,28.25,8.99465021007018e-05
54.25,28.75,5.90647303653213e-05
54.25,29.25,-0.000240650669113052
54.25,29.75,-0.000255152262923275
54.75,23.25,0.000132575572266092
54.75,23.75,0.000147261598968385
54.75,24.25,9.89121302836793e-05
54.75,24.75,8.34357655037365e-05
54.75,25.25,-0.000249690393047786
54.75,25.75,-0.00024415621875562
54.75,26.25,0.000250442886624569
54.75,26.75,0.000271516228153246
54.75,27.25,2.81905427925722e-05
54.75,27.75,9.25098741788588e-06
54.75,28.25,4.80036172803011e-05
54.75,28.75,1.56402479660755e-05
54.75,29.25,-0.000230875823021393
54.75,29.75,-0.00023348218421404
55.25,23.25,-0.00030608101809193
