53.25,23.25,-31.51816801
53.25,23.75,-32.2766909
53.25,24.25,-25.07089537
53.25,24.75,-24.3885496
53.25,25.25,-29.86503215
53.25,25.75,-31.00711684
53.25,26.25,-44.18735709
53.25,26.75,-46.74180025
53.25,27.25,-71.46639617
53.25,27.75,-71.49891928
53.25,28.25,-80.55703407
53.25,28.75,-121.2508806
53.25,29.25,-168.4572648
53.25,29.75,-148.5784803
53.75,23.25,-31.4851374
53.75,23.75,-31.17200219
53.75,24.25,-36.85311451
53.75,24.75,-33.45639537
53.75,25.25,-37.83236007
53.75,25.75,-50.60041341
53.75,26.25,-54.80464924
53.75,26.75,-108.7182643
53.75,27.25,-59.3520058
53.75,27.75,-114.5107323
53.75,28.25,-142.1361467
53.75,28.75,-227.9135679
53.75,29.25,-151.1022129
53.75,29.75,-211.9288564
54.25,23.25,-28.72819611
54.25,23.75,-17.55792891
54.25,24.25,-24.39589664
54.25,24.75,-24.30042801
54.25,25.25,-30.34108159
54.25,25.75,-45.38869657
54.25,26.25,-52.65760522
54.25,26.75,-41.16205866
54.25,27.25,-38.46776298
54.25,27.75,-93.85386942
54.25,28.25,-173.7443449
54.25,28.75,-188.60193
54.25,29.25,-161.5991791
54.25,29.75,-244.2493581
54.75,23.25,-27.0842267
54.75,23.75,-23.15461115
54.75,24.25,-24.89234225
54.75,24.75,-30.71533793
54.75,25.25,-35.93643727
54.75,25.75,-39.92102044
54.75,26.25,-34.38737923
54.75,26.75,-55.39924355
54.75,27.25,-45.21663836
54.75,27.75,-124.9240514
54.75,28.25,-113.0039095
54.75,28.75,-182.6292794
54.75,29.25,-183.222547
54.75,29.75,-139.4188367
55.25,23.25,-35.1578509
55.25,23.75,-51.84118732
55.25,24.25,-64.57405933
55.25,24.75,-69.89743445
55.25,25.25,-83.49700943
55.25,25.75,-83.07444055
55.25,26.25,-63.07261227
55.25,26.75,-27.51921284
55.25,27.25,-42.39060019
55.25,27.75,-88.35374996
55.25,28.25,-156.6741125
55.25,28.75,-134.9499488
55.25,29.25,-174.4989095
55.25,29.75,-130.6502881
55.75,23.25,-49.48981798
55.75,23.75,-63.26758142
55.75,24.25,-69.23066058
55.75,24.75,-66.52531719
55.75,25.25,-79.72193874
55.75,25.75,-98.59817934
55.75,26.25,-96.93581674
55.75,26.75,-97.26836498
55.75,27.25,-119.4897901
55.75,27.75,-195.4570815
55.75,28.25,-187.3558131
55.75,28.75,-158.1982744
55.75,29.25,-117.383249
55.75,29.75,-151.2878543
56.25,23.25,-49.34412533
56.25,23.75,-24.69072452
56.25,24.25,-20.45236143
56.25,24.75,4.196146981
56.25,25.25,6.394523604
56.25,25.75,-31.0470997
56.25,26.25,-78.24969544
56.25,26.75,-82.58807904
56.25,27.25,-71.25137273
56.25,27.75,-128.8267465
56.25,28.25,-104.9230492
56.25,28.75,-103.7219335
56.25,29.25,-141.8126618
56.25,29.75,-239.2820297
56.75,23.25,-60.13544001
56.75,23.75,19.85413129
56.75,24.25,70.03848134
56.75,24.75,74.61149292
56.75,25.25,65.19539244
56.75,25.75,22.3598631
56.75,26.25,-59.35893097
56.75,26.75,-110.7630092
56.75,27.25,-100.1975651
56.75,27.75,-144.0910892
56.75,28.25,-82.73582654
56.75,28.75,-90.88600639
56.75,29.25,-199.524034
56.75,29.75,-150.7217293
57.25,23.25,-65.00096888
57.25,23.75,46.02025463
57.25,24.25,29.93103971
57.25,24.75,61.53352897
57.25,25.25,18.05422106
57.25,25.75,16.42335315
57.25,26.25,-30.8952577
57.25,26.75,-93.22652589
57.25,27.25,-146.2208195
57.25,27.75,-104.0277924
57.25,28.25,-167.3887942
57.25,28.75,-32.14234514
57.25,29.25,-166.3645348
57.25,29.75,-129.8936833
57.75,23.25,49.34572176
57.75,23.75,12.99400683
57.75,24.25,47.42729443
57.75,24.75,35.84376007
57.75,25.25,9.146322904
57.75,25.75,-3.892342885
57.75,26.25,-24.9281149
57.75,26.75,-40.57680101
57.75,27.25,-71.90473623
57.75,27.75,-169.2478443
57.75,28.25,-67.99857827
57.75,28.75,-131.2439475
57.75,29.25,-122.044972
57.75,29.75,-294.3679698
58.25,23.25,69.09661589
58.25,23.75,81.44477198
58.25,24.25,106.4132576
58.25,24.75,67.41508943
58.25,25.25,45.72037925
58.25,25.75,65.58669366
58.25,26.25,13.91749771
58.25,26.75,-26.43786564
58.25,27.25,-15.43907574
58.25,27.75,-40.95262055
58.25,28.25,-58.47732182
58.25,28.75,-176.7129678
58.25,29.25,-100.6849582
58.25,29.75,-66.00250165
58.75,23.25,69.13966793
58.75,23.75,82.56928294
58.75,24.25,111.0877211
58.75,24.75,75.02477004
58.75,25.25,40.46057678
58.75,25.75,37.20267161
58.75,26.25,-22.67323363
58.75,26.75,-32.50093063
58.75,27.25,-35.82867809
58.75,27.75,-45.92167829
58.75,28.25,-166.7528266
58.75,28.75,-59.40837182
58.75,29.25,-58.5665204
58.75,29.75,-66.16909012
59.25,23.25,104.1627666
59.25,23.75,134.9024916
59.25,24.25,81.9921515
59.25,24.75,57.51386776
59.25,25.25,23.93621318
59.25,25.75,11.21547737
59.25,26.25,-37.82899957
59.25,26.75,-58.53126286
59.25,27.25,-58.53594993
59.25,27.75,-81.78318044
59.25,28.25,-48.54345488
59.25,28.75,-61.49317436
59.25,29.25,-67.1178095
59.25,29.75,-52.71116908
59.75,23.25,147.2866167
59.75,23.75,132.780122
59.75,24.25,70.72999546
59.75,24.75,63.36894247
59.75,25.25,19.8980664
59.75,25.75,10.67440996
